year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2020,4,DL,Delta Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",,,,,,,,,,,,,,,
2020,4,DL,Delta Air Lines Network,CRW,"Charleston/Dunbar, WV: Yeager",,,,,,,,,,,,,,,
2020,4,DL,Delta Air Lines Network,DLH,"Duluth, MN: Duluth International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,DL,Delta Air Lines Network,FAI,"Fairbanks, AK: Fairbanks International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,DL,Delta Air Lines Network,FAR,"Fargo, ND: Hector International",,,,,,,,,,,,,,,
2020,4,DL,Delta Air Lines Network,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",,,,,,,,,,,,,,,
2020,4,DL,Delta Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",,,,,,,,,,,,,,,
2020,4,DL,Delta Air Lines Network,FNT,"Flint, MI: Bishop International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,DL,Delta Air Lines Network,FSD,"Sioux Falls, SD: Joe Foss Field",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,DL,Delta Air Lines Network,GNV,"Gainesville, FL: Gainesville Regional",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,DL,Delta Air Lines Network,GRB,"Green Bay, WI: Green Bay Austin Straubel International",,,,,,,,,,,,,,,
2020,4,DL,Delta Air Lines Network,ILM,"Wilmington, NC: Wilmington International",,,,,,,,,,,,,,,
2020,4,DL,Delta Air Lines Network,MHT,"Manchester, NH: Manchester-Boston Regional",,,,,,,,,,,,,,,
2020,4,DL,Delta Air Lines Network,MOB,"Mobile, AL: Mobile Regional",,,,,,,,,,,,,,,
2020,4,DL,Delta Air Lines Network,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,DL,Delta Air Lines Network,PWM,"Portland, ME: Portland International Jetport",6.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,DL,Delta Air Lines Network,RAP,"Rapid City, SD: Rapid City Regional",,,,,,,,,,,,,,,
2020,4,DL,Delta Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas Regional",,,,,,,,,,,,,,,
2020,4,EV,ExpressJet Airlines LLC,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",,,,,,,,,,,,,,,
2020,4,EV,ExpressJet Airlines LLC,CHA,"Chattanooga, TN: Lovell Field",,,,,,,,,,,,,,,
2020,4,EV,ExpressJet Airlines LLC,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,EV,ExpressJet Airlines LLC,CWA,"Mosinee, WI: Central Wisconsin",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,EV,ExpressJet Airlines LLC,HRL,"Harlingen/San Benito, TX: Valley International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,EV,ExpressJet Airlines LLC,OMA,"Omaha, NE: Eppley Airfield",,,,,,,,,,,,,,,
2020,4,EV,ExpressJet Airlines LLC,SAT,"San Antonio, TX: San Antonio International",6.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,F9,Frontier Airlines,BFM,"Mobile, AL: Mobile Downtown",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,F9,Frontier Airlines,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,F9,Frontier Airlines,CHS,"Charleston, SC: Charleston AFB/International",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,F9,Frontier Airlines,FAR,"Fargo, ND: Hector International",4.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,F9,Frontier Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",9.0,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,F9,Frontier Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,F9,Frontier Airlines,PSP,"Palm Springs, CA: Palm Springs International",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,F9,Frontier Airlines,SAV,"Savannah, GA: Savannah/Hilton Head International",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,F9,Frontier Airlines,TYR,"Tyler, TX: Tyler Pounds Regional",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",4.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",31.0,,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",18.0,,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",28.0,,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",12.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",34.0,,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",16.0,,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,DEN,"Denver, CO: Denver International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",21.0,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",32.0,,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",14.0,,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,GJT,"Grand Junction, CO: Grand Junction Regional",9.0,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",12.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International",17.0,,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",19.0,,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,JAX,"Jacksonville, FL: Jacksonville International",34.0,,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International",10.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",14.0,,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,MFR,"Medford, OR: Rogue Valley International - Medford",10.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,MRY,"Monterey, CA: Monterey Regional",5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",45.0,,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,MYR,"Myrtle Beach, SC: Myrtle Beach International",6.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,OAK,"Oakland, CA: Metropolitan Oakland International",11.0,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,OGD,"Ogden, UT: Ogden-Hinckley",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,OGS,"Ogdensburg, NY: Ogdensburg International",9.0,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,OKC,"Oklahoma City, OK: Will Rogers World",12.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,OMA,"Omaha, NE: Eppley Airfield",23.0,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,ORF,"Norfolk, VA: Norfolk International",29.0,,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,OWB,"Owensboro, KY: Owensboro Daviess County Regional",5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",27.0,,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,RDM,"Bend/Redmond, OR: Roberts Field",9.0,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,RIC,"Richmond, VA: Richmond International",29.0,,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,RNO,"Reno, NV: Reno/Tahoe International",16.0,,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,SAT,"San Antonio, TX: San Antonio International",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,SCE,"State College, PA: University Park",14.0,,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,SHV,"Shreveport, LA: Shreveport Regional",5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,SJU,"San Juan, PR: Luis Munoz Marin International",5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,SPI,"Springfield, IL: Abraham Lincoln Capital",12.0,,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,TUL,"Tulsa, OK: Tulsa International",15.0,,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,TUS,"Tucson, AZ: Tucson International",8.0,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",71.0,,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G4,Allegiant Air,XNA,"Fayetteville, AR: Northwest Arkansas Regional",30.0,,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,G7,GoJet Airlines LLC d/b/a United Express,DSM,"Des Moines, IA: Des Moines International",,,,,,,,,,,,,,,
2020,4,G7,GoJet Airlines LLC d/b/a United Express,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",,,,,,,,,,,,,,,
2020,4,HA,Hawaiian Airlines Network,PPG,"Pago Pago, TT: Pago Pago International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,MQ,Envoy Air,DEN,"Denver, CO: Denver International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional",6.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,MQ,Envoy Air,HHH,"Hilton Head, SC: Hilton Head Airport",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",,,,,,,,,,,,,,,
2020,4,MQ,Envoy Air,MIA,"Miami, FL: Miami International",94.0,,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,MQ,Envoy Air,SAV,"Savannah, GA: Savannah/Hilton Head International",6.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,NK,Spirit Airlines,AVL,"Asheville, NC: Asheville Regional",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,NK,Spirit Airlines,BDL,"Hartford, CT: Bradley International",56.0,,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,NK,Spirit Airlines,BQN,"Aguadilla, PR: Rafael Hernandez",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,NK,Spirit Airlines,CRW,"Charleston/Dunbar, WV: Yeager",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",106.0,,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,NK,Spirit Airlines,IAG,"Niagara Falls, NY: Niagara Falls International",9.0,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,NK,Spirit Airlines,LGA,"New York, NY: LaGuardia",77.0,,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,NK,Spirit Airlines,PBG,"Plattsburgh, NY: Plattsburgh International",7.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,NK,Spirit Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",18.0,,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,OH,PSA Airlines Inc.,ALB,"Albany, NY: Albany International",13.0,,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,OH,PSA Airlines Inc.,LAN,"Lansing, MI: Capital Region International",5.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,OH,PSA Airlines Inc.,LGA,"New York, NY: LaGuardia",22.0,,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,OH,PSA Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",15.0,,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,OH,PSA Airlines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",8.0,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,G7,GoJet Airlines LLC d/b/a United Express,TVC,"Traverse City, MI: Cherry Capital",,,,,,,,,,,,,,,
2020,3,UA,United Air Lines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,YV,Mesa Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",,,,,,,,,,,,,,,
2020,3,YX,Republic Airline,BZN,"Bozeman, MT: Bozeman Yellowstone International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,EV,ExpressJet Airlines LLC,RST,"Rochester, MN: Rochester International",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,F9,Frontier Airlines,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,AX,Trans States Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,C5,"Commutair Aka Champlain Enterprises, Inc.",BDL,"Hartford, CT: Bradley International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,C5,"Commutair Aka Champlain Enterprises, Inc.",LEX,"Lexington, KY: Blue Grass",2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,EV,ExpressJet Airlines LLC,HPN,"White Plains, NY: Westchester County",,,,,,,,,,,,,,,
2020,2,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",,,,,,,,,,,,,,,
2020,2,EV,ExpressJet Airlines LLC,PIA,"Peoria, IL: General Downing - Peoria International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2,YX,Republic Airline,GRB,"Green Bay, WI: Green Bay Austin Straubel International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,AX,Trans States Airlines,CRW,"Charleston/Dunbar, WV: Yeager",1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,C5,"Commutair Aka Champlain Enterprises, Inc.",MHT,"Manchester, NH: Manchester-Boston Regional",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,EV,ExpressJet Airlines LLC,CRW,"Charleston/Dunbar, WV: Yeager",,,,,,,,,,,,,,,
2020,1,OH,PSA Airlines Inc.,TOL,"Toledo, OH: Toledo Express",,,,,,,,,,,,,,,
2020,1,OO,SkyWest Airlines Inc.,COD,"Cody, WY: Yellowstone Regional",,,,,,,,,,,,,,,
2019,12,OO,SkyWest Airlines Inc.,MLB,"Melbourne, FL: Melbourne Orlando International",,,,,,,,,,,,,,,
2019,10,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",,,,,,,,,,,,,,,
2019,10,CP,Compass Airlines,MCI,"Kansas City, MO: Kansas City International",,,,,,,,,,,,,,,
2019,10,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",,,,,,,,,,,,,,,
2019,9,C5,"Commutair Aka Champlain Enterprises, Inc.",SCE,"State College, PA: University Park",,,,,,,,,,,,,,,
2019,9,DL,Delta Air Lines Network,TVC,"Traverse City, MI: Cherry Capital",,,,,,,,,,,,,,,
2019,9,EV,ExpressJet Airlines LLC,AVL,"Asheville, NC: Asheville Regional",,,,,,,,,,,,,,,
2019,9,EV,ExpressJet Airlines LLC,ERI,"Erie, PA: Erie International/Tom Ridge Field",,,,,,,,,,,,,,,
2019,9,G7,GoJet Airlines LLC d/b/a United Express,EGE,"Eagle, CO: Eagle County Regional",,,,,,,,,,,,,,,
2019,9,PT,Piedmont Airlines,CHA,"Chattanooga, TN: Lovell Field",,,,,,,,,,,,,,,
2019,8,C5,"Commutair Aka Champlain Enterprises, Inc.",ILM,"Wilmington, NC: Wilmington International",,,,,,,,,,,,,,,
2019,7,G7,GoJet Airlines LLC d/b/a United Express,MIA,"Miami, FL: Miami International",1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,PT,Piedmont Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,6,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",,,,,,,,,,,,,,,
2019,6,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",,,,,,,,,,,,,,,
2019,5,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",,,,,,,,,,,,,,,
2019,5,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",,,,,,,,,,,,,,,
2019,5,CP,Compass Airlines,STL,"St. Louis, MO: St Louis Lambert International",,,,,,,,,,,,,,,
2019,5,G7,GoJet Airlines LLC d/b/a United Express,ORF,"Norfolk, VA: Norfolk International",,,,,,,,,,,,,,,
2019,5,G7,GoJet Airlines LLC d/b/a United Express,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",,,,,,,,,,,,,,,
2019,5,OO,SkyWest Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",,,,,,,,,,,,,,,
2019,5,ZW,Air Wisconsin Airlines Corp,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",,,,,,,,,,,,,,,
2019,4,YX,Republic Airline,HOU,"Houston, TX: William P Hobby",,,,,,,,,,,,,,,
2019,4,ZW,Air Wisconsin Airlines Corp,CLE,"Cleveland, OH: Cleveland-Hopkins International",,,,,,,,,,,,,,,
2019,4,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",,,,,,,,,,,,,,,
2019,4,EV,ExpressJet Airlines LLC,LNK,"Lincoln, NE: Lincoln Airport",,,,,,,,,,,,,,,
2019,3,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",,,,,,,,,,,,,,,
2019,3,EV,ExpressJet Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2,DL,Delta Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2,ZW,Air Wisconsin Airlines Corp,MEM,"Memphis, TN: Memphis International",,,,,,,,,,,,,,,
2019,1,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",,,,,,,,,,,,,,,
2019,1,UA,United Air Lines Network,MKE,"Milwaukee, WI: General Mitchell International",,,,,,,,,,,,,,,
2019,1,YV,Mesa Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",,,,,,,,,,,,,,,
2019,1,EV,ExpressJet Airlines Inc.,SAF,"Santa Fe, NM: Santa Fe Municipal",3.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1,OO,SkyWest Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",,,,,,,,,,,,,,,
